10th_percent,12th_percent,jee_rank,gender,experience,engineering_field,college_tier,salary
77.9,83.6,92144,Male,3,Computer Science,State College,839333
88.9,78.7,19055,Female,7,Civil,State College,453093
71.3,74.9,15587,Female,6,Electrical,State College,471536
79.2,83.6,6360,Male,4,Mechanical,State College,567849
97.0,95.0,726,Male,7,Computer Science,Mid IIT,2085754
74.0,73.3,80046,Male,3,Electrical,State College,583832
78.5,85.2,51053,Male,4,Mechanical,State College,326212
76.3,82.7,11326,Male,10,Civil,State College,788062
93.7,94.3,5570,Male,2,Mechanical,NIT,889512
75.9,79.5,176191,Male,7,Mechanical,State College,555169
79.2,72.5,8343,Male,1,Computer Science,Private College,466249
76.8,81.2,249545,Female,2,Electronics,State College,313513
72.3,73.4,160922,Male,3,Computer Science,NIT,951261
99.0,90.9,2565,Male,5,Mechanical,NIT,914293
70.1,69.0,16587,Male,4,Electrical,Private College,326219
95.4,98.0,63,Male,1,Electronics,Mid IIT,1332277
80.0,72.1,14059,Female,10,Electrical,State College,1408438
90.2,97.4,688,Female,4,Computer Science,NIT,1260245
70.5,63.3,22354,Female,3,Computer Science,State College,1081600
86.8,90.4,854,Female,7,Civil,NIT,1400286
83.3,79.8,249779,Male,3,Computer Science,Private College,250000
73.0,72.8,84968,Male,6,Mechanical,Private College,474037
86.7,72.1,77256,Male,2,Computer Science,NIT,2333667
87.5,91.7,7865,Male,5,Mechanical,NIT,894549
78.6,75.0,11366,Male,3,Computer Science,State College,1164520
82.5,87.5,3364,Male,2,Civil,State College,982704
89.6,84.7,59956,Male,1,Electrical,State College,311294
87.1,85.9,452,Female,7,Computer Science,NIT,1019418
91.1,87.0,596,Male,3,Electrical,Mid IIT,1610108
79.2,86.2,8990,Male,9,Computer Science,State College,826492
99.0,91.2,3100,Male,6,Computer Science,State College,1156000
76.5,75.7,12913,Male,10,Computer Science,State College,1390418
72.1,69.9,129516,Male,5,Electronics,NIT,1037047
70.3,67.8,250216,Male,3,Electrical,State College,588426
74.3,72.4,52077,Male,2,Computer Science,Private College,748741
88.7,90.1,343,Male,2,Mechanical,State College,250000
81.6,76.7,4293,Female,10,Electronics,State College,864824
98.8,97.0,617,Male,10,Computer Science,NIT,2334493
74.2,76.0,5869,Male,3,Computer Science,State College,1174643
96.0,96.1,701,Male,9,Electrical,State College,1303301
98.0,98.0,774,Male,10,Computer Science,State College,250000
72.2,74.6,8529,Male,3,Civil,NIT,830429
79.5,77.8,36326,Male,6,Computer Science,State College,654780
76.1,73.6,250280,Male,9,Computer Science,State College,1069244
89.4,92.0,9086,Female,4,Computer Science,State College,1309232
74.5,77.1,4285,Male,4,Mechanical,State College,1706754
90.0,86.5,4471,Female,5,Electrical,State College,573696
88.9,81.7,131778,Male,10,Civil,State College,250000
66.1,65.9,2125,Male,4,Computer Science,State College,415736
81.3,81.6,14220,Male,8,Computer Science,NIT,2107198
79.2,82.9,23690,Female,1,Computer Science,State College,699113
66.6,64.2,7902,Male,4,Civil,State College,1016461
83.1,79.8,64667,Female,3,Mechanical,State College,1179895
84.8,83.4,5245,Female,5,Mechanical,State College,1013024
86.8,86.8,1931,Female,10,Computer Science,State College,465372
74.2,80.0,17003,Male,3,Civil,State College,1102759
81.8,78.1,249948,Male,3,Civil,NIT,896559
74.0,71.8,13585,Male,2,Computer Science,State College,843375
93.3,89.6,2496,Male,3,Computer Science,State College,794510
81.6,78.5,6590,Male,8,Electronics,State College,411748
66.3,69.4,19574,Male,6,Computer Science,NIT,2251207
87.8,74.7,2275,Male,6,Mechanical,State College,930835
82.2,80.5,134297,Female,8,Mechanical,NIT,1430588
74.3,79.2,60053,Female,3,Mechanical,State College,702174
88.8,92.8,702,Male,2,Electronics,Mid IIT,1371240
83.0,83.9,5422,Female,3,Computer Science,State College,1249458
91.4,86.0,523,Male,7,Computer Science,State College,1857498
89.0,92.4,4103,Male,2,Mechanical,NIT,650432
96.0,94.1,10909,Male,5,Electrical,NIT,981474
95.6,96.6,221,Male,1,Electrical,Mid IIT,485756
76.0,81.4,1423,Male,4,Mechanical,NIT,1474960
97.0,87.3,3172,Male,5,Computer Science,State College,813084
74.6,78.3,55742,Male,3,Civil,State College,410854
80.8,80.2,125301,Male,5,Electrical,State College,250000
72.2,63.3,8181,Male,6,Electrical,State College,715108
66.4,69.9,9227,Male,7,Computer Science,State College,547335
70.1,73.5,22296,Female,7,Mechanical,State College,1147196
72.9,66.3,16039,Male,6,Electrical,State College,732049
83.4,92.2,11664,Female,4,Computer Science,Private College,1238472
73.2,75.0,2433,Female,6,Mechanical,State College,818941
82.2,79.7,79514,Male,4,Computer Science,State College,1240276
97.0,92.9,6711,Male,6,Computer Science,State College,1225337
89.9,90.6,2372,Female,5,Civil,State College,590641
88.0,82.9,29181,Male,6,Civil,Mid IIT,1570440
77.9,76.2,131213,Male,10,Computer Science,State College,622823
88.3,92.3,1065,Male,6,Electrical,Mid IIT,891085
75.1,77.5,6573,Male,5,Electrical,NIT,1281042
90.8,96.0,2140,Male,2,Computer Science,State College,1020393
78.4,72.2,13569,Female,3,Computer Science,State College,1388727
98.0,91.9,11785,Female,2,Computer Science,State College,804691
80.9,74.9,67195,Male,1,Electronics,NIT,922381
83.6,89.6,2495,Male,1,Mechanical,Mid IIT,972166
85.8,89.0,1133,Female,4,Electrical,Mid IIT,1331182
85.0,81.4,34849,Female,1,Electrical,State College,706915
69.1,69.2,12926,Male,10,Electrical,State College,706897
97.0,94.0,527,Female,4,Electrical,State College,525602
75.6,76.5,100776,Male,9,Mechanical,State College,398043
79.3,81.9,1726,Male,7,Electrical,State College,373204
84.7,84.1,198576,Female,2,Electronics,NIT,862325
87.0,82.9,31222,Female,8,Civil,State College,540934
71.6,66.6,150896,Female,2,Computer Science,State College,967572
99.0,95.0,2131,Female,8,Electronics,State College,1705414
84.5,78.8,250046,Male,2,Mechanical,Private College,530153
97.0,96.0,426,Male,6,Electrical,Private College,774846
95.9,93.5,4421,Female,2,Electrical,NIT,794695
84.2,80.3,18615,Male,5,Computer Science,State College,856960
84.8,79.6,40507,Male,1,Electronics,State College,513537
80.0,72.9,112003,Male,2,Civil,State College,365624
86.2,85.2,6290,Female,5,Computer Science,State College,1498768
98.0,94.0,590,Female,4,Mechanical,State College,765533
77.6,78.8,23031,Male,1,Mechanical,State College,278134
83.9,76.9,225142,Male,4,Electrical,NIT,976668
80.7,77.8,25876,Female,8,Electrical,State College,1078529
82.6,86.2,8535,Male,3,Mechanical,NIT,695612
95.0,92.7,614,Female,10,Computer Science,Mid IIT,3000000
86.0,79.4,18233,Male,4,Computer Science,NIT,1561547
88.3,77.9,37910,Female,10,Computer Science,Mid IIT,3000000
81.3,78.0,183190,Male,5,Computer Science,NIT,1457972
79.2,77.1,3578,Female,10,Electronics,NIT,2496169
75.7,79.7,171405,Male,5,Mechanical,NIT,588365
78.8,83.1,114755,Female,4,Mechanical,State College,511674
75.1,65.4,3659,Male,10,Computer Science,State College,1228929
78.0,83.7,63773,Male,5,Computer Science,State College,685748
84.4,76.9,40507,Female,4,Computer Science,State College,456283
79.8,80.9,70565,Male,4,Mechanical,State College,885481
82.4,83.1,15354,Female,10,Computer Science,NIT,2047531
70.5,69.4,55123,Male,2,Civil,State College,345237
71.2,58.0,12513,Male,5,Computer Science,Private College,1074726
95.3,89.1,6994,Female,3,Electronics,State College,822738
79.9,77.7,7069,Male,3,Electrical,Private College,274610
86.6,80.7,121789,Female,5,Computer Science,State College,590795
76.8,76.9,4201,Male,8,Civil,State College,1087394
68.5,59.8,16703,Male,7,Electronics,State College,554552
76.7,78.5,1625,Female,4,Electronics,State College,689445
78.5,75.4,10486,Male,3,Mechanical,NIT,977329
86.4,79.9,9564,Male,4,Computer Science,NIT,1507571
83.5,83.0,3705,Male,7,Electrical,State College,528563
92.3,91.4,4612,Female,1,Mechanical,NIT,688762
76.7,83.6,63811,Male,3,Mechanical,State College,301566
100.0,93.5,1436,Female,4,Computer Science,Mid IIT,2677464
92.4,94.7,4143,Male,4,Mechanical,Private College,544854
86.1,79.8,23498,Male,2,Computer Science,State College,652782
71.7,69.2,10047,Male,9,Mechanical,Private College,1180727
91.1,87.4,1262,Female,7,Computer Science,State College,1335421
78.7,81.8,16307,Female,5,Computer Science,State College,1680862
68.5,63.0,4731,Female,2,Computer Science,NIT,1195179
85.7,83.5,8989,Male,6,Electronics,NIT,1169910
87.4,83.2,64085,Male,3,Computer Science,State College,804191
78.6,79.9,6664,Female,4,Electrical,State College,250000
73.3,69.4,242,Male,4,Electrical,NIT,1062296
99.0,96.6,568,Male,5,Computer Science,State College,624425
78.7,73.4,31200,Male,7,Civil,State College,624489
80.1,83.3,28734,Female,4,Computer Science,State College,350769
66.9,70.7,21594,Male,5,Computer Science,NIT,1533326
76.1,75.2,43577,Female,4,Mechanical,State College,499452
79.1,87.2,355,Male,2,Computer Science,Mid IIT,2813029
87.9,82.6,4311,Male,4,Civil,Private College,250000
74.4,75.5,5345,Male,2,Computer Science,NIT,1070661
69.0,63.900000000000006,38521,Male,3,Electronics,Private College,905499
81.9,82.2,97093,Male,5,Electronics,Private College,1586917
75.6,73.0,3086,Male,2,Computer Science,State College,1393821
65.3,69.2,47939,Female,3,Civil,State College,793886
67.3,68.7,11305,Male,6,Electrical,State College,369317
88.9,91.2,1675,Female,10,Mechanical,State College,1075897
86.8,80.2,6428,Male,7,Mechanical,NIT,1526997
98.0,89.8,1322,Male,5,Computer Science,State College,1977134
60.8,59.4,7260,Male,3,Computer Science,State College,982138
87.5,79.0,26468,Male,2,Computer Science,State College,1397709
93.3,92.3,12464,Male,9,Civil,State College,1262710
71.7,68.5,12371,Male,9,Mechanical,State College,250000
63.5,57.0,43754,Male,1,Computer Science,State College,1019035
75.5,72.3,39927,Male,4,Civil,Private College,594351
81.0,82.1,704,Male,3,Computer Science,State College,695469
100.0,96.0,1,Female,4,Electrical,Private College,1107401
73.5,72.5,23992,Male,7,Mechanical,State College,250000
69.4,70.8,12162,Female,3,Electrical,Private College,787314
80.3,72.6,103775,Female,10,Computer Science,State College,1020400
88.2,86.7,2106,Female,10,Electrical,Mid IIT,2869542
70.1,74.6,59608,Male,3,Civil,State College,912228
100.0,99.9,722,Male,6,Mechanical,State College,692995
77.5,79.0,7211,Male,4,Electrical,State College,840518
96.0,99.4,689,Male,4,Electrical,Mid IIT,1537849
71.6,65.8,61468,Male,10,Mechanical,Private College,292898
68.2,68.3,53846,Male,4,Computer Science,State College,707362
75.0,68.2,222427,Female,4,Civil,State College,704428
90.1,90.3,859,Male,4,Computer Science,Mid IIT,2124737
71.2,63.900000000000006,80694,Male,3,Mechanical,State College,1041301
75.4,83.2,1916,Female,2,Mechanical,State College,299035
63.599999999999994,71.8,5011,Male,1,Computer Science,State College,989006
76.8,79.4,15832,Female,1,Computer Science,State College,691410
63.400000000000006,62.599999999999994,31532,Male,6,Computer Science,State College,419329
76.9,72.4,6601,Male,4,Electrical,State College,1083469
76.2,68.5,26627,Male,4,Electrical,State College,801480
74.1,78.3,30963,Male,8,Computer Science,State College,1846776
67.5,70.4,20232,Female,5,Electrical,NIT,1489988
73.9,66.9,152765,Female,3,Computer Science,State College,1394283
81.5,77.8,29230,Female,6,Computer Science,State College,783433
98.0,92.2,1502,Female,4,Civil,NIT,835017
69.6,68.8,7029,Male,4,Computer Science,State College,2051311
87.0,82.6,16686,Male,4,Electrical,State College,861586
99.0,96.0,867,Female,10,Civil,Mid IIT,1907845
76.5,69.0,3612,Male,1,Mechanical,Private College,348734
86.3,85.7,2642,Male,4,Electrical,NIT,1181551
80.3,77.8,6489,Male,3,Computer Science,State College,535306
83.5,84.6,136113,Female,1,Mechanical,State College,250000
79.2,77.0,15473,Female,4,Computer Science,State College,1870360
99.0,94.5,1628,Female,5,Electronics,Mid IIT,1986354
71.3,78.0,11117,Male,4,Electrical,State College,555574
82.0,81.0,34758,Male,4,Mechanical,State College,790072
97.5,86.0,30217,Female,4,Computer Science,State College,741231
85.1,88.8,1903,Male,3,Electrical,State College,498060
82.3,80.9,44652,Female,9,Computer Science,NIT,1683439
81.8,78.0,48841,Male,10,Mechanical,State College,539021
74.1,74.0,19454,Female,3,Computer Science,State College,401640
80.7,77.0,14812,Male,1,Mechanical,State College,554444
94.7,85.8,1700,Male,2,Mechanical,State College,250000
73.8,72.9,76370,Male,5,Computer Science,State College,1587503
78.0,73.2,519,Male,3,Electrical,NIT,570843
98.2,93.8,1498,Female,3,Computer Science,Top IIT,3000000
65.2,71.3,17476,Male,5,Mechanical,State College,674587
77.3,70.9,1915,Male,10,Computer Science,State College,2061250
82.8,76.0,100477,Male,6,Electronics,State College,1879932
82.6,80.0,92843,Male,10,Computer Science,State College,1918083
62.7,64.3,5428,Female,4,Mechanical,NIT,1205927
81.8,78.0,9048,Female,3,Electronics,State College,1279400
97.0,95.0,1066,Female,1,Mechanical,NIT,960792
81.5,83.8,49695,Female,8,Mechanical,State College,805796
73.1,69.8,52126,Male,1,Computer Science,State College,495806
76.2,81.4,41393,Male,2,Mechanical,Private College,606464
84.3,81.6,43527,Male,1,Civil,NIT,683022
84.0,83.4,38735,Male,10,Electrical,State College,805116
80.1,83.9,37227,Female,3,Electronics,State College,427545
99.0,93.6,4076,Male,4,Computer Science,Private College,637028
88.2,78.6,204914,Male,3,Electrical,State College,735383
81.9,76.5,23454,Male,3,Computer Science,State College,563346
90.7,89.1,218,Male,4,Computer Science,Top IIT,3000000
74.6,68.2,146908,Female,2,Computer Science,Private College,782789
80.1,78.5,5415,Male,9,Computer Science,State College,1061040
78.5,82.3,210107,Male,6,Electronics,NIT,1292177
79.5,87.2,2961,Male,3,Computer Science,State College,250000
83.5,82.0,66885,Male,1,Computer Science,NIT,1395555
75.4,78.0,13604,Male,2,Mechanical,State College,771306
79.2,75.9,35975,Female,3,Electrical,NIT,857911
82.0,81.4,125931,Male,6,Electronics,Private College,1300846
90.3,89.3,2829,Male,2,Electrical,NIT,935951
84.6,79.9,6564,Female,3,Electrical,Private College,250000
58.0,60.9,25711,Male,5,Computer Science,State College,1064058
73.7,72.9,18204,Female,9,Electronics,NIT,1823725
75.9,86.3,910,Female,5,Electrical,Mid IIT,2341322
73.4,69.7,5082,Female,5,Computer Science,Private College,731818
86.3,83.7,23616,Female,3,Electronics,State College,545405
62.2,65.1,53697,Female,2,Computer Science,State College,576330
83.4,74.2,37596,Male,5,Mechanical,NIT,1218109
76.5,87.4,3299,Female,5,Computer Science,NIT,1107896
75.2,71.7,29374,Female,4,Computer Science,NIT,2293906
71.3,73.0,62677,Male,10,Mechanical,State College,303337
75.0,74.3,1555,Female,1,Computer Science,NIT,1449899
91.9,90.6,5056,Male,3,Computer Science,State College,1021249
64.5,65.5,10274,Male,5,Computer Science,NIT,1549716
80.6,75.2,30516,Male,3,Computer Science,State College,685240
99.2,97.0,649,Male,8,Computer Science,NIT,2476800
73.9,73.2,65836,Female,10,Mechanical,State College,749171
84.5,88.4,4299,Male,7,Electrical,State College,510210
78.3,79.0,6630,Male,1,Electrical,Private College,588642
80.3,85.4,5639,Female,4,Computer Science,State College,371833
87.3,86.2,250289,Male,4,Computer Science,Mid IIT,2492030
92.2,93.2,819,Female,6,Electrical,State College,379483
96.4,92.3,932,Female,5,Mechanical,NIT,1368942
87.6,88.4,680,Male,6,Civil,NIT,1213458
79.7,72.4,15631,Male,5,Mechanical,State College,479768
76.5,77.6,16363,Male,4,Computer Science,NIT,1379022
95.4,95.0,3310,Female,6,Mechanical,State College,414699
77.7,67.6,24193,Male,3,Electrical,NIT,1554896
80.3,70.5,173816,Female,3,Electrical,State College,498178
76.5,80.3,13104,Male,2,Mechanical,State College,458486
96.2,95.7,1,Female,5,Electronics,Private College,1085220
76.4,80.8,22044,Male,1,Mechanical,NIT,991248
99.7,98.0,170,Male,5,Computer Science,State College,954832
75.4,75.3,15406,Male,1,Civil,State College,704855
75.2,77.7,8284,Male,7,Civil,State College,728177
95.2,87.7,2836,Male,4,Computer Science,State College,818444
80.4,77.8,235870,Male,3,Computer Science,NIT,1960417
79.5,82.1,30084,Male,9,Mechanical,Private College,250000
74.7,77.7,189389,Female,4,Computer Science,NIT,471171
86.2,85.0,32055,Female,10,Electrical,NIT,683863
78.9,74.3,25002,Male,5,Computer Science,State College,1364011
77.9,77.0,42970,Female,2,Electrical,State College,729529
77.1,73.8,82577,Male,4,Computer Science,Private College,1661408
97.7,98.0,889,Male,8,Computer Science,Mid IIT,2101080
72.7,76.7,148143,Male,6,Computer Science,NIT,1651756
76.0,75.4,90794,Female,5,Computer Science,Private College,995115
92.1,83.6,4115,Male,2,Mechanical,State College,271421
91.4,94.6,2766,Female,2,Electronics,NIT,1354195
79.6,86.9,16801,Male,2,Computer Science,State College,679163
86.8,89.6,1,Female,4,Computer Science,State College,1263328
83.4,88.6,1112,Male,10,Electronics,State College,1679295
73.2,74.5,37960,Male,5,Mechanical,State College,250000
85.1,84.2,25731,Male,6,Electronics,Private College,250000
73.1,72.7,6280,Female,8,Electrical,State College,1018297
89.7,88.6,2275,Female,7,Electrical,State College,981172
71.2,60.9,21483,Female,6,Computer Science,State College,1619086
77.1,66.3,26212,Male,2,Electronics,State College,834356
73.3,69.1,1264,Male,1,Computer Science,Private College,250000
74.0,77.0,44837,Male,6,Mechanical,Private College,807432
82.3,72.4,12764,Male,4,Computer Science,State College,1243136
73.4,75.8,4868,Male,6,Electrical,NIT,949185
84.8,83.7,99432,Male,2,Computer Science,Private College,629261
98.0,98.4,579,Male,3,Computer Science,State College,1990805
81.3,86.0,12551,Male,8,Electrical,State College,1001058
79.0,75.7,25212,Male,3,Electrical,State College,578487
83.5,74.0,13723,Male,5,Mechanical,State College,752536
68.9,73.0,103251,Male,7,Computer Science,State College,1722678
70.8,74.4,14993,Male,4,Mechanical,NIT,1034428
70.3,75.0,38608,Female,6,Mechanical,State College,630261
74.7,75.1,33436,Male,5,Electrical,State College,830159
99.0,99.0,976,Male,5,Computer Science,State College,1439773
100.0,96.9,4837,Male,2,Computer Science,State College,788790
91.0,85.4,5572,Male,5,Computer Science,NIT,1263108
84.2,84.0,250127,Male,3,Electrical,NIT,1070934
79.0,73.8,29064,Male,6,Computer Science,NIT,250000
71.0,71.7,34406,Female,4,Electrical,State College,509530
82.1,88.6,8340,Male,3,Computer Science,NIT,1276635
80.8,72.9,91088,Female,6,Computer Science,Private College,951321
82.6,85.0,6549,Male,6,Electronics,State College,862420
76.6,72.1,36433,Female,4,Mechanical,State College,333951
82.5,86.0,7652,Male,2,Electrical,State College,754057
